,Event.Id,Investigation.Type,Accident.Number,Event.Date,Location,Country,Injury.Severity,Aircraft.damage,Aircraft.Category,Registration.Number,Make,Model,Amateur.Built,Number.of.Engines,Engine.Type,Purpose.of.flight,Total.Fatal.Injuries,Total.Serious.Injuries,Total.Minor.Injuries,Total.Uninjured,Weather.Condition,Total.Souls
699,20020917X02054,Accident,FTW82DA107,1982-03-27,"AFTON, OK",United States,Non-Fatal,Substantial,Airplane,N6413S,Beechcraft,95-B55,No,2.0,Reciprocating,Business,0.0,0.0,0.0,2.0,VMC,2.0
701,20020917X01637,Accident,ANC82DA028,1982-03-27,"ANCHORAGE, AK",United States,Non-Fatal,Substantial,Airplane,N6817T,Cessna,310D,No,2.0,Reciprocating,Ferry,0.0,0.0,0.0,1.0,VMC,1.0
706,20020917X01695,Accident,ATL82DA094,1982-03-28,"LEXINGTON PARK, MD",United States,Non-Fatal,Substantial,Airplane,N81573,Piper,PA-32-301T,No,2.0,Reciprocating,Personal,0.0,0.0,0.0,7.0,VMC,7.0
707,20020917X01638,Accident,ANC82DA029,1982-03-28,"WULIK RIVER STR, AK",United States,Non-Fatal,Substantial,Airplane,N9852F,Curtiss-Wright,C-46A,No,2.0,Reciprocating,Unknown,0.0,0.0,0.0,2.0,VMC,2.0
709,20020917X02101,Accident,FTW82FA108,1982-03-29,"HUGHES, AR",United States,Fatal(1),Destroyed,Airplane,N5957K,Gulfstream,690C,No,2.0,Turbo Prop,Ferry,1.0,0.0,0.0,0.0,VMC,1.0
719,20020917X01901,Incident,CHI82IA108,1982-03-30,"CHICAGO, IL",United States,Incident,Minor,Airplane,N62Z,Swearingen,SA226TC,No,2.0,Turbo Prop,Unknown,0.0,0.0,0.0,18.0,VMC,18.0
732,20020917X02386,Accident,MIA82DA103,1982-04-01,"MIAMI, FL",United States,Non-Fatal,Substantial,Other,N3587D,Piper,PA-31-350,No,2.0,Reciprocating,Unknown,0.0,0.0,0.0,1.0,VMC,1.0
734,20020917X02422,Incident,MIA82IA110,1982-04-02,"TALLAHASSEE, FL",United States,Incident,Minor,Airplane,N41045,Piper,PA-31-350,No,2.0,Reciprocating,Executive/corporate,0.0,0.0,0.0,3.0,VMC,3.0
737,20020917X01902,Incident,CHI82IA112,1982-04-02,"DETROIT, MI",United States,Incident,Minor,Airplane,N23BX,Rockwell,SABRELINER 65,No,2.0,Turbo Fan,Executive/corporate,0.0,0.0,0.0,8.0,VMC,8.0
738,20020917X01773,Incident,ATL82IA103,1982-04-02,"SAVANNAH, GA",United States,Incident,Minor,Airplane,N25MA,Piper,PA-31P,No,2.0,Reciprocating,Executive/corporate,0.0,0.0,0.0,2.0,VMC,2.0
745,20020917X02208,Accident,LAX82DA124,1982-04-03,"NAPA, CA",United States,Non-Fatal,Destroyed,Airplane,N792BR,Beechcraft,D55,No,2.0,Reciprocating,Business,0.0,0.0,0.0,2.0,VMC,2.0
754,20020917X02055,Accident,FTW82DA112,1982-04-04,"ASPERMONT, TX",United States,Non-Fatal,Substantial,Airplane,N6069H,Piper,601P,No,2.0,Reciprocating,Personal,0.0,0.0,0.0,5.0,VMC,5.0
760,20020917X01903,Incident,CHI82IA113,1982-04-05,"WAUKEGAN, IL",United States,Incident,Minor,Airplane,N69341,Cessna,402B,No,2.0,Reciprocating,Unknown,0.0,0.0,0.0,3.0,IMC,3.0
763,20020917X01738,Accident,ATL82FA092,1982-04-05,"BACONTON, GA",United States,Non-Fatal,Destroyed,Airplane,N123CB,Piper,PA-31-350,No,2.0,Reciprocating,Executive/corporate,0.0,3.0,2.0,0.0,IMC,5.0
768,20020917X01855,Accident,CHI82DA115,1982-04-05,"FORT WAYNE, IN",United States,Non-Fatal,Substantial,Airplane,N639S,Swearingen,SA226TC,No,2.0,Turbo Prop,Ferry,0.0,0.0,0.0,2.0,IMC,2.0
772,20020917X02549,Accident,NYC82FGM10,1982-04-06,"SCANDIA, PA",United States,Fatal(2),Destroyed,Airplane,N4375A,Beechcraft,E55,No,2.0,Reciprocating,Business,2.0,0.0,0.0,0.0,IMC,2.0
774,20020917X01972,Accident,DEN82FA056,1982-04-06,"MISSOULA, MT",United States,Fatal(3),Destroyed,Airplane,N999LS,Cessna,320F,No,2.0,Reciprocating,Executive/corporate,3.0,0.0,0.0,0.0,IMC,3.0
778,20020917X02409,Accident,MIA82FA092,1982-04-06,"FT. LAUDERDALE, FL",United States,Non-Fatal,Substantial,Airplane,Y207P,Cessna,421B,No,2.0,Reciprocating,Unknown,0.0,0.0,1.0,2.0,VMC,3.0
781,20020917X02523,Accident,NYC82DA069,1982-04-07,"PITTSBURGH, PA",United States,Non-Fatal,Substantial,Airplane,N8039Q,Cessna,310,No,2.0,Reciprocating,Business,0.0,0.0,0.0,2.0,VMC,2.0
782,20020917X02457,Accident,MKC82DA054,1982-04-07,"LINCOLN, NE",United States,Non-Fatal,Substantial,Airplane,N82GB,Cessna,340A,No,2.0,Reciprocating,Ferry,0.0,0.0,0.0,1.0,IMC,1.0
785,20020917X01697,Accident,ATL82DA096,1982-04-07,"WINSTON-SALEM, NC",United States,Non-Fatal,Substantial,Airplane,N7377,Beechcraft,65-A90,No,2.0,Turbo Prop,Business,0.0,0.0,0.0,2.0,VMC,2.0
790,20020917X02060,Accident,FTW82DA117,1982-04-08,"HEREFORD, TX",United States,Non-Fatal,Substantial,Airplane,N64463,Beechcraft,C-18S,Yes,2.0,Reciprocating,Personal,0.0,0.0,0.0,9.0,VMC,9.0
796,20020917X01904,Incident,CHI82IA117,1982-04-09,"YOUNGSTOWN, OH",United States,Incident,Minor,Airplane,N7627U,Boeing,727-200,No,3.0,Turbo Fan,Unknown,0.0,0.0,0.0,108.0,IMC,108.0
816,20020917X02379,Accident,MIA82DA094,1982-04-11,"JACKSONVILLE, FL",United States,Non-Fatal,Substantial,Airplane,N4881P,Piper,PA-23-250,No,2.0,Reciprocating,Personal,0.0,0.0,0.0,5.0,VMC,5.0
822,20020917X02560,Accident,NYC82FHM05,1982-04-12,"TETERSBORO, NJ",United States,Non-Fatal,Substantial,Airplane,N6896T,Piper,AEROSTAR 602P,No,2.0,Reciprocating,Personal,0.0,0.0,1.0,3.0,VMC,4.0
830,20020917X01859,Accident,CHI82DA120,1982-04-13,"GAYLORD, MI",United States,Non-Fatal,Substantial,Airplane,N8691E,Piper,PA-34,No,2.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,1.0
850,20020917X01702,Accident,ATL82DA102,1982-04-15,"CLEMSON, SC",United States,Non-Fatal,Substantial,Airplane,N7570L,Piper,PA-31,No,2.0,Reciprocating,Executive/corporate,0.0,0.0,0.0,7.0,VMC,7.0
862,20020917X01948,Accident,DEN82DA063,1982-04-16,"GARDINER, MT",United States,Non-Fatal,Substantial,Airplane,N3371P,Piper,PA-23,No,2.0,Reciprocating,Personal,0.0,0.0,0.0,4.0,VMC,4.0
863,20020917X01759,Accident,ATL82FLG11,1982-04-16,"COLUMBIA, SC",United States,Non-Fatal,Substantial,Airplane,N82013,Piper,PA-34-200J,No,2.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,1.0
885,20020917X02106,Accident,FTW82FA137,1982-04-18,"SAN ANTONIO, TX",United States,Fatal(3),Destroyed,Airplane,N3580D,Piper,PA-31-350,No,2.0,Reciprocating,Executive/corporate,3.0,0.0,0.0,0.0,IMC,3.0
888,20020917X01891,Accident,CHI82FA127,1982-04-18,"MIDDLEFIELD, OH",United States,Fatal(5),Destroyed,Airplane,N3228R,Cessna,411,No,2.0,Reciprocating,Personal,5.0,0.0,0.0,0.0,IMC,5.0
890,20020917X01774,Incident,ATL82IA109,1982-04-18,"ASHEVILLE, NC",United States,Incident,Minor,Airplane,N95WA,Beechcraft,BE-99,No,2.0,Turbo Prop,Unknown,0.0,0.0,0.0,11.0,VMC,11.0
901,20020917X02079,Accident,FTW82DA139,1982-04-18,"AUSTIN, TX",United States,Non-Fatal,Substantial,Airplane,N32717,Boeing,727-200,No,3.0,Turbo Fan,Unknown,0.0,0.0,0.0,68.0,VMC,68.0
906,20020917X02479,Incident,MKC82IA059,1982-04-20,"ST. LOUIS, MO",United States,Incident,Minor,Airplane,N2N,Rockwell,NA-265-65,No,2.0,Turbo Fan,Executive/corporate,0.0,0.0,0.0,2.0,VMC,2.0
908,20020917X02421,Incident,MIA82IA102,1982-04-20,"MIAMI, FL",United States,Incident,Minor,Airplane,N333EA,Lockheed Martin,L-1011,No,3.0,Turbo Fan,Unknown,0.0,0.0,0.0,152.0,VMC,152.0
912,20020917X01741,Accident,ATL82FA110,1982-04-20,"LAFAYETTE, GA",United States,Fatal(6),Destroyed,Airplane,N165MA,Mitsubishi,MU-2B-30,No,2.0,Turbo Prop,Executive/corporate,6.0,1.0,0.0,0.0,VMC,7.0
916,20020917X02471,Accident,MKC82FA058,1982-04-21,"CLIMAX SPRINGS, MO",United States,Fatal(1),Destroyed,Airplane,N9639R,Beechcraft,B95,No,2.0,Reciprocating,Business,1.0,0.0,0.0,0.0,VMC,1.0
923,20020917X01707,Accident,ATL82DA111,1982-04-21,"PAINTSVILLE, KY",United States,Non-Fatal,Substantial,Airplane,N600JR,Cessna,320A,No,2.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,1.0
942,20020917X02083,Accident,FTW82DA143,1982-04-23,"GARLAND, TX",United States,Non-Fatal,Substantial,Airplane,N7RA,Beechcraft,A60,No,2.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,1.0
966,20020917X01748,Accident,ATL82FKG12,1982-04-25,"ATLANTA, GA",United States,Non-Fatal,Destroyed,Airplane,N6823C,Cessna,421C,No,2.0,Reciprocating,Business,0.0,2.0,1.0,0.0,IMC,3.0
978,20020917X01711,Accident,ATL82DA115,1982-04-25,"LOUISVILLE, KY",United States,Non-Fatal,Substantial,Airplane,N1227P,Piper,PA-23,No,2.0,Reciprocating,Ferry,0.0,0.0,0.0,1.0,VMC,1.0
987,20020917X01744,Accident,ATL82FID07,1982-04-26,"HOT SPRINGS, VA",United States,Non-Fatal,Substantial,Airplane,N37990,Beechcraft,90,No,2.0,Turbo Prop,Personal,0.0,0.0,0.0,1.0,IMC,1.0
993,20020917X02533,Accident,NYC82DA079,1982-04-27,"NEW CASTLE, PA",United States,Non-Fatal,Substantial,Airplane,N31EH,Piper,601P,No,2.0,Reciprocating,Executive/corporate,0.0,0.0,0.0,4.0,IMC,4.0
994,20020917X02089,Accident,FTW82DA151,1982-04-27,"LAKE DALLAS, TX",United States,Non-Fatal,Substantial,Airplane,N42050,Piper,PA-23-250T,No,2.0,Reciprocating,Business,0.0,0.0,0.0,1.0,VMC,1.0
998,20020917X02109,Accident,FTW82FA155,1982-04-28,"HOUSTON, TX",United States,Fatal(1),Destroyed,Airplane,N411HN,Cessna,411A,No,2.0,Reciprocating,Ferry,1.0,0.0,0.0,0.0,VMC,1.0
999,20020917X01976,Accident,DEN82FA074,1982-04-28,"HAKALAU, HI",United States,Fatal(2),Destroyed,Airplane,N6911,Beechcraft,E18S,No,2.0,Reciprocating,Unknown,2.0,0.0,0.0,0.0,VMC,2.0
1007,20020917X02110,Accident,FTW82FA156,1982-04-29,"PORTLAND, TX",United States,Non-Fatal,Destroyed,Airplane,N133TS,Smith,AEROSTAR 600,No,2.0,Reciprocating,Personal,0.0,0.0,1.0,0.0,VMC,1.0
1022,20020917X01775,Incident,ATL82IA121,1982-04-30,"ENTERPRISE, AL",United States,Incident,Minor,Airplane,N53RT,Piper,PA-31-350,No,2.0,Reciprocating,Unknown,0.0,0.0,0.0,7.0,VMC,7.0
1044,20020917X03113,Accident,DEN82DA080,1982-05-01,"ERIE, CO",United States,Non-Fatal,Substantial,Airplane,N13845,Piper,PA-23,No,2.0,Reciprocating,Business,0.0,0.0,0.0,1.0,VMC,1.0
1066,20020917X03244,Accident,FTW82DA158,1982-05-02,"MIDLAND, TX",United States,Non-Fatal,Substantial,Airplane,N70TT,Piper,PA-31-350,No,2.0,Reciprocating,Business,0.0,0.0,0.0,1.0,IMC,1.0
1067,20020917X03058,Accident,CHI82FA146,1982-05-02,"CHICAGO, IL",United States,Non-Fatal,Substantial,Airplane,N6235V,Beechcraft,56TC,No,2.0,Reciprocating,Executive/corporate,0.0,0.0,0.0,5.0,VMC,5.0
1087,20020917X03241,Accident,FTW82AA167,1982-05-05,"CHARLOTTE, TX",United States,Fatal(7),Destroyed,Airplane,N98949,Beechcraft,B90,No,2.0,Turbo Prop,Personal,7.0,0.0,0.0,0.0,VMC,7.0
1093,20020917X03100,Accident,DCA82AA020,1982-05-06,"NEAR SAVANNAH, GA",United States,Fatal(4),Destroyed,Airplane,N100TA,Gates Learjet,23,No,2.0,Turbo Jet,Business,4.0,0.0,0.0,0.0,VMC,4.0
1097,20020917X03251,Accident,FTW82DA168,1982-05-06,"HARRISON, AR",United States,Non-Fatal,Substantial,Airplane,N47522,Piper,PA-34-200T,No,2.0,Reciprocating,Executive/corporate,0.0,0.0,0.0,5.0,IMC,5.0
1099,20020917X03112,Accident,DEN82DA079,1982-05-06,"BISMARCK, ND",United States,Non-Fatal,Substantial,Airplane,N4504Q,Cessna,402A,No,2.0,Reciprocating,Unknown,0.0,0.0,0.0,8.0,VMC,8.0
1113,20020917X03643,Accident,LAX82FA161,1982-05-08,"BURBANK, CA",United States,Fatal(3),Destroyed,Airplane,N8007J,Smith Aerostar,600,No,2.0,Reciprocating,Personal,3.0,0.0,0.0,0.0,IMC,3.0
1121,20020917X02909,Accident,CHI82DA156,1982-05-08,"YALE, MI",United States,Non-Fatal,Substantial,Airplane,N15585,Piper,PA-28-180,No,4.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,1.0
1162,20020917X03444,Accident,FTW82FA173,1982-05-12,"CARLSBAD, NM",United States,Fatal(2),Destroyed,Airplane,N9789S,Gulfstream,980(695),Yes,2.0,Turbo Prop,Unknown,2.0,0.0,0.0,0.0,VMC,2.0
1172,20020917X03894,Incident,MKC82IA079,1982-05-13,"ST. LOUIS, MO",United States,Incident,Minor,Airplane,N2233Q,Cessna,402B,No,2.0,Reciprocating,Unknown,0.0,0.0,0.0,8.0,VMC,8.0
1192,20020917X02729,Accident,ATL82DA132,1982-05-14,"ALLENDALE, SC",United States,Non-Fatal,Substantial,Airplane,N1831H,Cessna,310,No,2.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,2.0
1197,20020917X03651,Accident,LAX82FA174,1982-05-15,"MADERA, CA",United States,Non-Fatal,Destroyed,Airplane,N40445,Martin,404,No,2.0,Reciprocating,Ferry,0.0,0.0,0.0,2.0,VMC,2.0
1199,20020917X03496,Accident,FTW82FRG29,1982-05-15,"EAGLE PASS, TX",United States,Fatal(4),Destroyed,Airplane,N14RR,Beechcraft,95-C55,No,2.0,Reciprocating,Personal,4.0,0.0,0.0,0.0,VMC,4.0
1202,20020917X03914,Accident,NYC82DA098,1982-05-15,"PROSPECTVILLE, PA",United States,Non-Fatal,Substantial,Airplane,N567D,Aero Commander,680F,No,2.0,Reciprocating,Ferry,0.0,0.0,0.0,2.0,VMC,2.0
1216,20020917X03101,Accident,DCA82AA022,1982-05-16,"HOOPER BAY, AK",United States,Non-Fatal,Destroyed,Airplane,N103AQ,De Havilland,DHC-6-200,No,2.0,Turbo Prop,Unknown,0.0,8.0,0.0,0.0,VMC,8.0
1245,20020917X03528,Accident,LAX82DA177,1982-05-17,"FRESNO, CA",United States,Non-Fatal,Substantial,Airplane,N711AH,Swearingen,SA26-T,No,2.0,Turbo Prop,Executive/corporate,0.0,0.0,0.0,2.0,VMC,2.0
1246,20020917X03498,Accident,FTW82FRG31,1982-05-17,"SAN ANTONIO, TX",United States,Non-Fatal,Substantial,Airplane,N7705Y,Piper,PA-30,No,2.0,Reciprocating,Personal,0.0,1.0,0.0,0.0,VMC,1.0
1248,20020917X03782,Accident,MIA82FA120,1982-05-18,"TITUSVILLE, FL",United States,Fatal(1),Destroyed,Airplane,N90702,Piper,P-60-601P,No,2.0,Reciprocating,Business,1.0,1.0,0.0,0.0,VMC,2.0
1250,20020917X03236,Incident,DEN82IA090,1982-05-18,"GILLETTE, WY",United States,Incident,Minor,Airplane,N114GA,Gulfstream,G-159C,No,2.0,Turbo Prop,Unknown,0.0,0.0,0.0,21.0,VMC,21.0
1282,20020917X03481,Accident,FTW82FQG18,1982-05-21,"SAN ANGELO, TX",United States,Fatal(1),Destroyed,Airplane,N2349S,Cessna,T337B,No,2.0,Reciprocating,Personal,1.0,0.0,0.0,0.0,VMC,1.0
1285,20020917X03805,Accident,MKC82DA087,1982-05-21,"SALINA, KS",United States,Non-Fatal,Substantial,Airplane,N40NC,Piper,PA-31P,No,2.0,Reciprocating,Executive/corporate,0.0,0.0,0.0,3.0,VMC,3.0
1305,20020917X03539,Accident,LAX82DA189,1982-05-23,"CHANDLER, AZ",United States,Non-Fatal,Destroyed,Airplane,N2091K,Piper,PA-44-180,No,2.0,Reciprocating,Personal,0.0,0.0,1.0,2.0,VMC,3.0
1306,20020917X02891,Incident,ATL82IA139,1982-05-23,"CHARLOTTE, NC",United States,Incident,Minor,Airplane,N88694,Cessna,404,No,2.0,Reciprocating,Unknown,0.0,0.0,0.0,2.0,VMC,2.0
1328,20020917X03919,Accident,NYC82DA105,1982-05-25,"FARMINGDALE, NY",United States,Non-Fatal,Substantial,Airplane,N528R,Beechcraft,B95,No,2.0,Reciprocating,Ferry,0.0,0.0,0.0,2.0,IMC,2.0
1331,20020917X02936,Accident,CHI82DA190,1982-05-25,"EVANSVILLE, IN",United States,Non-Fatal,Substantial,Airplane,N3232M,Cessna,310R,No,2.0,Reciprocating,Business,0.0,0.0,0.0,2.0,VMC,2.0
1333,20020917X02930,Accident,CHI82DA183,1982-05-25,"HOLLAND, MI",United States,Non-Fatal,Substantial,Airplane,N6187Q,Cessna,310R,No,2.0,Reciprocating,Unknown,0.0,0.0,0.0,6.0,VMC,6.0
1339,20020917X03310,Accident,FTW82DA232,1982-05-26,"OAK GROVE, LA",United States,Non-Fatal,Substantial,Airplane,N4963M,Beechcraft,58,No,2.0,Reciprocating,Business,0.0,0.0,0.0,1.0,VMC,1.0
1343,20020917X03653,Accident,LAX82FA195,1982-05-26,"SAN FRANCISCO, CA",United States,Non-Fatal,Substantial,Airplane,N1833U,McDonnell Douglas,DC10-10,No,3.0,Turbo Fan,Unknown,0.0,0.0,25.0,113.0,VMC,138.0
1345,20020917X03654,Accident,LAX82FA196,1982-05-27,"CHANDLER, AZ",United States,Fatal(8),Destroyed,Airplane,N4167T,Cessna,320D,No,2.0,Reciprocating,Personal,8.0,0.0,0.0,0.0,VMC,8.0
1357,20020917X02934,Accident,CHI82DA188,1982-05-27,"SPRINGFIELD, IL",United States,Non-Fatal,Substantial,Airplane,N1181X,Piper,PA-34,No,2.0,Reciprocating,Business,0.0,0.0,0.0,5.0,VMC,5.0
1360,20020917X03629,Accident,LAX82DUG12,1982-05-28,"PALM SPRINGS, CA",United States,Non-Fatal,Minor,Airplane,N1009R,Swearingen,SA226-TC,No,2.0,Turbo Prop,Unknown,0.0,1.0,0.0,5.0,VMC,6.0
1362,20020917X03511,Incident,FTW82IA209,1982-05-28,"LAKE CHARLES, LA",United States,Incident,Minor,Airplane,N222SA,Piper,PA-31P-135,No,2.0,Turbo Prop,Executive/corporate,0.0,0.0,0.0,7.0,VMC,7.0
1364,20020917X03102,Accident,DCA82AA023,1982-05-28,"COLUMBIA, MD",United States,Fatal(5),Destroyed,Airplane,N187Q,Beechcraft,D95A,No,2.0,Reciprocating,Public Aircraft,5.0,0.0,0.0,0.0,IMC,5.0
1382,20020917X02937,Accident,CHI82DA191,1982-05-29,"DETROIT, MI",United States,Non-Fatal,Substantial,Other,N153PA,Convair,240,No,2.0,Reciprocating,Unknown,0.0,0.0,0.0,3.0,IMC,3.0
1389,20020917X03088,Accident,CHI82FEE14,1982-05-29,"SANDWICH, IL",United States,Non-Fatal,Substantial,Airplane,N129H,McDonnell Douglas,DC-3A,No,2.0,Reciprocating,Unknown,0.0,0.0,0.0,2.0,VMC,2.0
1424,20020917X03128,Accident,DEN82DA100,1982-06-01,"GUNNISON, CO",United States,Non-Fatal,Substantial,Airplane,N12AC,Cessna,T337C,No,2.0,Reciprocating,Personal,0.0,0.0,1.0,1.0,VMC,2.0
1425,20020917X02744,Accident,ATL82DA151,1982-06-01,"STEVENSON, AL",United States,Non-Fatal,Substantial,Airplane,N28945,Piper,PA-34-200T,No,2.0,Reciprocating,Business,0.0,0.0,0.0,1.0,VMC,1.0
1427,20020917X02893,Incident,ATL82IA159,1982-06-02,"ASHEBORO, NC",United States,Incident,Minor,Airplane,N59749,Piper,PA-31-325,No,2.0,Reciprocating,Unknown,0.0,0.0,0.0,5.0,VMC,5.0
1436,20020917X04019,Accident,NYC82FA115,1982-06-03,"ITHACA, NY",United States,Fatal(5),Destroyed,Airplane,N677F,Beechcraft,B-55,No,2.0,Reciprocating,Executive/corporate,5.0,0.0,0.0,0.0,VMC,5.0
1439,20020917X03290,Accident,FTW82DA211,1982-06-03,"BEEVILLE, TX",United States,Non-Fatal,Substantial,Airplane,N7510,Beechcraft,D18S,No,2.0,Reciprocating,Personal,0.0,0.0,0.0,4.0,VMC,4.0
1451,20020917X03873,Accident,MKC82FA095,1982-06-04,"WICHITA, KS",United States,Non-Fatal,Substantial,Airplane,N190BT,Beechcraft,65-90,Yes,2.0,Turbo Prop,Unknown,0.0,0.0,0.0,3.0,VMC,3.0
1458,20020917X02837,Accident,ATL82FA155,1982-06-05,"SNOW HILL, MD",United States,Fatal(2),Destroyed,Airplane,N8193Y,Piper,PA-30,No,2.0,Reciprocating,Personal,2.0,0.0,0.0,0.0,IMC,2.0
1465,20020917X03783,Accident,MIA82FA128,1982-06-06,"ST. PETERSBURG, FL",United States,Non-Fatal,Destroyed,Airplane,N95C,McDonnell Douglas,DC-3C,No,2.0,Reciprocating,Unknown,0.0,5.0,0.0,0.0,VMC,5.0
1467,20020917X02892,Incident,ATL82IA154,1982-06-06,"MACON, GA",United States,Incident,Minor,Airplane,N171DC,Beechcraft,18,No,2.0,Reciprocating,Ferry,0.0,0.0,0.0,2.0,VMC,2.0
1474,20020917X03069,Accident,CHI82FA211,1982-06-06,"VANDALIA, OH",United States,Non-Fatal,Substantial,Airplane,N7254Y,Piper,PA-30,No,2.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,1.0
1475,20020917X02946,Accident,CHI82DA201,1982-06-06,"STEVENS POINT, WI",United States,Non-Fatal,Substantial,Airplane,N3103N,Cessna,140,No,2.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,1.0
1476,20020917X02747,Accident,ATL82DA157,1982-06-06,"MONROEVILLE, AL",United States,Non-Fatal,Substantial,Airplane,N8780S,Cessna,150F,No,2.0,Reciprocating,Ferry,0.0,0.0,0.0,1.0,VMC,1.0
1507,20020917X02643,Accident,ANC82DA047,1982-06-09,"GRAYLING, AK",United States,Non-Fatal,Substantial,Airplane,N5718M,Cessna,402B,No,2.0,Reciprocating,Business,0.0,0.0,0.0,3.0,VMC,3.0
1512,20020917X03628,Accident,LAX82DAMS1,1982-06-11,"CATALINA ISLAND, CA",United States,Fatal(2),Destroyed,Airplane,N8601M,Wing,D-1,No,2.0,Reciprocating,Personal,2.0,0.0,0.0,0.0,UNK,2.0
1521,20020917X03453,Accident,FTW82FPD14,1982-06-11,"ABILENE, TX",United States,Non-Fatal,Substantial,Airplane,N5DM,Learjet,23,No,2.0,Turbo Jet,Personal,0.0,0.0,0.0,8.0,VMC,8.0
1546,20020917X03301,Accident,FTW82DA222,1982-06-13,"RYAN, OK",United States,Non-Fatal,Destroyed,Airplane,N679D,Beechcraft,C-35,No,2.0,Reciprocating,Personal,0.0,0.0,4.0,0.0,VMC,4.0
1573,20020917X03068,Accident,CHI82FA209,1982-06-15,"RACINE, WI",United States,Non-Fatal,Substantial,Airplane,N421CB,Cessna,421,No,2.0,Reciprocating,Business,0.0,0.0,0.0,2.0,IMC,2.0
1581,20020917X02713,Incident,ANC82IA048,1982-06-16,"NEAR PORT HEIDE, AK",United States,Incident,Minor,Airplane,N525N,De Havilland,DHC-6-100,No,2.0,Turbo Prop,Unknown,0.0,0.0,0.0,10.0,VMC,10.0
1600,20020917X03661,Accident,LAX82FA224,1982-06-18,"FRESNO, CA",United States,Non-Fatal,Destroyed,Airplane,N74JT,Beechcraft,H-18,Yes,2.0,Reciprocating,Unknown,0.0,0.0,0.0,1.0,VMC,1.0
1605,20020917X04059,Accident,NYC82FNA20,1982-06-18,"MARTHA'S VINEYARD, MA",United States,Non-Fatal,Substantial,Airplane,N71MA,Smith,AEROSTAR 601,No,2.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,IMC,1.0
1610,20020917X02757,Accident,ATL82DA172,1982-06-18,"NORTH MYRTLE BE, SC",United States,Non-Fatal,Substantial,Airplane,N69SC,Cessna,402C,No,2.0,Reciprocating,Executive/corporate,0.0,0.0,0.0,4.0,IMC,4.0
1613,20020917X03744,Accident,MIA82DA134,1982-06-19,"NEAR STUART, FL",United States,Non-Fatal,Destroyed,Airplane,N6359F,Cessna,337,No,2.0,Reciprocating,Personal,0.0,1.0,0.0,0.0,VMC,1.0
1622,20020917X03746,Accident,MIA82DA137,1982-06-19,"CLEARWATER, FL",United States,Non-Fatal,Substantial,Airplane,N100CA,Cessna,421B,No,2.0,Reciprocating,Personal,0.0,0.0,0.0,3.0,VMC,3.0
1652,20020917X03748,Accident,MIA82DA139,1982-06-21,"NEAR HORSESHOE, FL",United States,Non-Fatal,Destroyed,Airplane,N5193C,Cessna,310,No,2.0,Reciprocating,Business,0.0,0.0,0.0,1.0,VMC,1.0
1655,20020917X03699,Accident,LAX82FUG13,1982-06-21,"ONTARIO, CA",United States,Non-Fatal,Destroyed,Airplane,N707JF,Beechcraft,95-C55,No,2.0,Reciprocating,Business,0.0,2.0,0.0,0.0,VMC,2.0
1662,20020917X03313,Accident,FTW82DA235,1982-06-21,"FORT WORTH, TX",United States,Non-Fatal,Substantial,Airplane,N5823M,Cessna,310P,No,2.0,Reciprocating,Personal,0.0,0.0,0.0,3.0,VMC,3.0
1663,20020917X03072,Accident,CHI82FA223,1982-06-21,"GREENVILLE, IL",United States,Non-Fatal,Substantial,Airplane,N2419S,Cessna,337B,No,2.0,Reciprocating,Personal,0.0,0.0,0.0,3.0,VMC,3.0
1699,20020917X02876,Accident,ATL82FKQ16,1982-06-25,"MADISON, MS",United States,Non-Fatal,Destroyed,Airplane,N1808L,Beechcraft,58,No,2.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,2.0
1720,20020917X03327,Accident,FTW82DA250,1982-06-26,"BELEN, NM",United States,Non-Fatal,Substantial,Airplane,N3962,Beechcraft,D18S,No,2.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,2.0
1749,20020917X04021,Accident,NYC82FA134,1982-06-28,"BENNINGTON, VT",United States,Non-Fatal,Substantial,Airplane,N620WF,Piper,PA-31,No,2.0,Reciprocating,Unknown,0.0,0.0,0.0,1.0,VMC,1.0
1753,20020917X02965,Accident,CHI82DA227,1982-06-29,"BLUFFTON, OH",United States,Non-Fatal,Substantial,Airplane,N6997L,Cessna,310K,No,2.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,1.0
1763,20020917X03330,Accident,FTW82DA253,1982-06-30,"LUBBOCK, TX",United States,Non-Fatal,Substantial,Airplane,N91CA,Beechcraft,E18S,No,2.0,Reciprocating,Unknown,0.0,0.0,1.0,0.0,VMC,1.0
